amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'THE 25TH COMMITTEE', 'candidate_ids': ['H8CA03014'], 'city': 'Los Angeles', 'committee_id': 'C00085688', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-01-23', 'first_file_date': '1978-01-23', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2004-09-09', 'last_file_date': '2006-08-08', 'name': 'BOB MATSUI FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Murphy, David K.', 'zip': '90048'}",C00085688,,,,,,,1395.47,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,101164,F3,23992432146,17,Operating Expenditures,4120920031036788116,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?23992432146,BEVERLY HILLS,,,UNITEMIZED DISBURSEMENTS,CA,90211,,Q3,2003,SB,ITEMIZED DISBURSEMENTS,,P,,H,4121020031036811094,B1709/30/2003,2004,
A,ADD,,,BILL CASSIDY FOR US SENATE,BILL,S4LA00107,CASSIDY,,"CASSIDY, BILL SEN.",S,SENATE,,LA,LOUISIANA,SEN.,,011,Political Contributions,,"{'affiliated_committee_name': 'ENTERGY CORPORATION', 'candidate_ids': [], 'city': 'LITTLE ROCK', 'committee_id': 'C00363879', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2020, 'cycles': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '2000-12-20', 'first_file_date': '2000-12-20', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-07-10', 'last_file_date': '2023-10-19', 'name': 'ENTERGY CORPORATION POLITICAL ACTION COMMITTEE (ENPAC)', 'organization_type': 'C', 'organization_type_full': 'Corporation', 'party': None, 'party_full': None, 'state': 'AR', 'state_full': 'Arkansas', 'street_1': '425 WEST CAPITOL AVENUE, STE24B', 'street_2': None, 'treasurer_name': 'WEINSTEIN, ANDREA', 'zip': '72201'}",C00363879,,,,,,,-5000.0,,,OTHER,24Z,IN-KIND CONTRIBUTION MADE TO REGISTERED FILER,G2020,,CCM,CAMPAIGN COMMITTEE,GENERAL,2020,1474061,F3X,202011289337156579,23,Contributions to Federal Candidates/Committees and Other Political Committees,4112920201962634166,2020-12-08T03:50:21.012000,X,,REDESIGNATION ON 10/01/2019,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?202011289337156579,BATON ROUGE,"{'affiliated_committee_name': 'CASSIDY VICTORY 2020', 'candidate_ids': ['S4LA00107'], 'city': 'BATON ROUGE', 'committee_id': 'C00543983', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2020, 'cycles': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2013-04-22', 'first_file_date': '2013-04-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-31', 'last_file_date': '2023-10-15', 'name': 'BILL CASSIDY FOR US SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'LA', 'state_full': 'Louisiana', 'street_1': 'PO BOX 80505', 'street_2': None, 'treasurer_name': 'STEPHENS, RALPH J.', 'zip': '708980505'}",C00543983,BILL CASSIDY FOR US SENATE,LA,70898,,M2,2020,SB,ITEMIZED DISBURSEMENTS,0.00,B,C,Q,4120820201967062802,4461685,2020,C00543983
A,ADD,,,BILL CASSIDY FOR US SENATE,BILL,S4LA00107,CASSIDY,,"CASSIDY, BILL SEN.",S,SENATE,,LA,LOUISIANA,SEN.,,011,Political Contributions,,"{'affiliated_committee_name': 'ENTERGY CORPORATION', 'candidate_ids': [], 'city': 'LITTLE ROCK', 'committee_id': 'C00363879', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2020, 'cycles': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '2000-12-20', 'first_file_date': '2000-12-20', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-07-10', 'last_file_date': '2023-10-19', 'name': 'ENTERGY CORPORATION POLITICAL ACTION COMMITTEE (ENPAC)', 'organization_type': 'C', 'organization_type_full': 'Corporation', 'party': None, 'party_full': None, 'state': 'AR', 'state_full': 'Arkansas', 'street_1': '425 WEST CAPITOL AVENUE, STE24B', 'street_2': None, 'treasurer_name': 'WEINSTEIN, ANDREA', 'zip': '72201'}",C00363879,,,,,,,-1000.0,,,OTHER,24Z,IN-KIND CONTRIBUTION MADE TO REGISTERED FILER,P2020,,CCM,CAMPAIGN COMMITTEE,PRIMARY,2020,1474061,F3X,202011289337156579,23,Contributions to Federal Candidates/Committees and Other Political Committees,4112920201962634166,2020-12-08T03:50:21.012000,X,,REDESIGNATION ON 06/21/2019,True,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?202011289337156579,BATON ROUGE,"{'affiliated_committee_name': 'CASSIDY VICTORY 2020', 'candidate_ids': ['S4LA00107'], 'city': 'BATON ROUGE', 'committee_id': 'C00543983', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2020, 'cycles': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2013-04-22', 'first_file_date': '2013-04-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-31', 'last_file_date': '2023-10-15', 'name': 'BILL CASSIDY FOR US SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'LA', 'state_full': 'Louisiana', 'street_1': 'PO BOX 80505', 'street_2': None, 'treasurer_name': 'STEPHENS, RALPH J.', 'zip': '708980505'}",C00543983,BILL CASSIDY FOR US SENATE,LA,70898,,M2,2020,SB,ITEMIZED DISBURSEMENTS,0.00,B,C,Q,4120820201967062801,4446151,2020,C00543983
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'NORCAL MUTUAL INSURANCE COMPANY', 'candidate_ids': [], 'city': 'BURLINGAME', 'committee_id': 'C00398248', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2004-03-26', 'first_file_date': '2004-03-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-09', 'last_file_date': '2023-07-28', 'name': 'MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE', 'organization_type': 'C', 'organization_type_full': 'Corporation', 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 PARK ROAD SUITE E', 'street_2': None, 'treasurer_name': 'MILLER, RUSSELL', 'zip': '94010'}",C00398248,,,,,,,10.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,261107,F3X,26950792419,21B,Other Federal Operating Expenditures,4120420061072482819,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26950792419,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,U,C,Q,4120820061072785980,B21(B)11/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'Burlingame', 'committee_id': 'C00371633', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2002, 2004, 2006, 2008, 2010], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2001-12-20', 'first_file_date': '2001-12-20', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2009-03-29', 'last_file_date': '2009-07-29', 'name': 'DEMOCRATS FOR THE FUTURE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '20 Park Road', 'street_2': 'Suite E', 'treasurer_name': 'Miller, Russell H.', 'zip': '94010'}",C00371633,,,,,,,9.5,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,261105,F3X,26930571191,21B,Other Federal Operating Expenditures,4120420061072482817,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26930571191,BURLINGAME,,,UNITEMIZED DISBURSEMENTS,CA,94010,,30G,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4120820061072785965,B21(B)11/27/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOC', 'candidate_ids': [], 'city': 'ARCADIA', 'committee_id': 'C00375154', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2006, 'cycles': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2002-03-22', 'first_file_date': '2002-03-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-03-14', 'last_file_date': '2023-08-08', 'name': 'CALIFORNIA THOROUGHBRED BREEDERS ASSOCIATION', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '201 COLORADO PLACE', 'street_2': None, 'treasurer_name': 'Gould, David', 'zip': '91007'}",C00375154,,,,,,,25.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,262853,F3X,26940731333,21B,Other Federal Operating Expenditures,4120720061072700366,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26940731333,ARCADIA,,,UNITEMIZED DISBURSEMENTS,CA,91007,,Q3,2006,SB,ITEMIZED DISBURSEMENTS,,U,,Q,4120720061072747381,B21(B)09/30/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'THE 25TH COMMITTEE', 'candidate_ids': ['H8CA03014'], 'city': 'Los Angeles', 'committee_id': 'C00085688', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-01-23', 'first_file_date': '1978-01-23', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2004-09-09', 'last_file_date': '2006-08-08', 'name': 'BOB MATSUI FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Murphy, David K.', 'zip': '90048'}",C00085688,,,,,,,125.0,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,155452,F3,24991459252,21,Other Disbursements,4120320041045997266,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991459252,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120720041046340935,B2111/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': 'THE 25TH COMMITTEE', 'candidate_ids': ['H8CA03014'], 'city': 'Los Angeles', 'committee_id': 'C00085688', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_activity': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'cycles_has_financial': [1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-01-23', 'first_file_date': '1978-01-23', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2004-09-09', 'last_file_date': '2006-08-08', 'name': 'BOB MATSUI FOR CONGRESS COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '6380 Wilshire Blvd. #1612', 'street_2': None, 'treasurer_name': 'Murphy, David K.', 'zip': '90048'}",C00085688,,,,,,,82.02,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,155452,F3,24991459251,17,Operating Expenditures,4120320041045997266,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991459251,LOS ANGELES,,,UNITEMIZED DISBURSEMENTS,CA,90048,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120720041046340933,B1711/22/2004,2004,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA48070'], 'city': 'IRVINE', 'committee_id': 'C00413674', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-07-28', 'first_file_date': '2005-07-28', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2005-07-28', 'last_file_date': '2010-05-04', 'name': 'STEVE YOUNG FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '101 PACIFICA SUITE 240', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '92618'}",C00413674,,,,,,,95.41,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,261940,F3,26950799249,17,Operating Expenditures,4120520061072630417,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26950799249,IRVINE,,,UNITEMIZED DISBURSEMENTS,CA,92618,,12G,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120620061072696405,B1710/18/2006,2006,
N,NO CHANGE,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA48070'], 'city': 'IRVINE', 'committee_id': 'C00413674', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2006, 'cycles': [2006, 2008, 2010], 'cycles_has_activity': [2006, 2008, 2010], 'cycles_has_financial': [2006, 2008, 2010], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2005-07-28', 'first_file_date': '2005-07-28', 'is_active': True, 'last_cycle_has_activity': 2010, 'last_cycle_has_financial': 2010, 'last_f1_date': '2005-07-28', 'last_file_date': '2010-05-04', 'name': 'STEVE YOUNG FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '101 PACIFICA SUITE 240', 'street_2': None, 'treasurer_name': 'DAVID L GOULD', 'zip': '92618'}",C00413674,,,,,,,533.9,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,261935,F3,26950799177,17,Operating Expenditures,4120520061072630416,2017-06-01T16:18:11.595379,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?26950799177,IRVINE,,,UNITEMIZED DISBURSEMENTS,CA,92618,,Q3,2006,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120620061072696365,B1709/30/2006,2006,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H8CA09060'], 'city': 'OAKLAND', 'committee_id': 'C00331769', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1997-12-10', 'first_file_date': '1997-12-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2022-10-14', 'last_file_date': '2023-10-15', 'name': 'BARBARA LEE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1736 FRANKLIN STREET #500', 'street_2': None, 'treasurer_name': 'Gardner, Henry L.', 'zip': '94612'}",C00331769,,,,,,,433.36,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,155375,F3,24981603309,17,Operating Expenditures,4120220041045970748,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981603309,OAKLAND,,,UNITEMIZED DISBURSEMENTS,CA,94612,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120620041046285951,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H4CA51053'], 'city': 'SAN DIEGO', 'committee_id': 'C00391516', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [2004, 2006], 'cycles_has_activity': [2004, 2006], 'cycles_has_financial': [2004, 2006], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2003-10-14', 'first_file_date': '2003-10-14', 'is_active': True, 'last_cycle_has_activity': 2006, 'last_cycle_has_financial': 2006, 'last_f1_date': '2003-10-14', 'last_file_date': '2005-07-26', 'name': 'GIORGINO FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '7185 NAVAJO ROAD SUITE L', 'street_2': None, 'treasurer_name': 'C APRIL BOLING CPA', 'zip': '92119'}",C00391516,,,,,,,378.01,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154480,F3,24981534177,17,Operating Expenditures,4120220041045970238,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24981534177,SAN DIEGO,,,UNITEMIZED DISBURSEMENTS,CA,92119,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046207625,B1711/22/2004,2004,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,"{'affiliated_committee_name': None, 'candidate_ids': ['H6CA07043'], 'city': 'Concord', 'committee_id': 'C00026757', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2004, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '1978-04-26', 'first_file_date': '1976-03-18', 'is_active': True, 'last_cycle_has_activity': 2018, 'last_cycle_has_financial': 2018, 'last_f1_date': '2016-07-22', 'last_file_date': '2018-10-17', 'name': 'FRIENDS OF CONGRESSMAN GEORGE MILLER', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': 'P.O. Box 5864', 'street_2': None, 'treasurer_name': 'Miller, Russell  H. Mr. Esq.', 'zip': '94524'}",C00026757,,,,,,,160.7,,UNITEMIZED EXPENSES,MATERIALS,,,,,ORG,ORGANIZATION,,,154247,F3,24991355458,21,Other Disbursements,4120220041045970191,2017-06-01T15:55:24.581156,,,,False,,,,,,,,,,http://docquery.fec.gov/cgi-bin/fecimg/?24991355458,CONCORD,,,UNITEMIZED DISBURSEMENTS,CA,94524,,30G,2004,SB,ITEMIZED DISBURSEMENTS,,P,,H,4120520041046207509,B2111/22/2004,2004,
